sale_id,date,product_id,brand,category,quantity,unit_price,discount,revenue_gtq,profit_gtq
S00309,2024-04-05,P004,Rockford Fosgate,Subwoofer,3,3999,0.0,11997.0,5397.0
S00310,2024-04-05,P007,Pioneer,Head Unit,1,4999,0.0,4999.0,2199.0
S00311,2024-04-05,P016,KBT Electronics,Amplificador,3,1799,0.05,5127.15,2277.15
S00312,2024-04-06,P009,Pioneer,Subwoofer,1,1699,0.0,1699.0,799.0
S00313,2024-04-06,P010,JBL,Subwoofer,2,1999,0.0,3998.0,1798.0
S00314,2024-04-06,P011,JBL,Bocinas,3,999,0.0,2997.0,1497.0
S00315,2024-04-06,P014,Cerwin Vega,Bocinas,2,849,0.05,1613.1,773.1
S00316,2024-04-07,P002,Memphis Audio,Amplificador,2,3299,0.05,6268.1,2668.1
S00317,2024-04-07,P018,Stinger,Accesorios,1,249,0.0,249.0,129.0
S00318,2024-04-07,P019,Soundskins,Accesorios,2,549,0.0,1098.0,538.0
S00319,2024-04-08,P019,Soundskins,Accesorios,2,549,0.0,1098.0,538.0
S00320,2024-04-09,P001,Memphis Audio,Subwoofer,1,2199,0.0,2199.0,999.0
S00321,2024-04-10,P006,Rockford Fosgate,Subwoofer,2,2599,0.0,5198.0,2398.0
S00322,2024-04-10,P008,Pioneer,Bocinas,1,699,0.0,699.0,349.0
S00323,2024-04-10,P019,Soundskins,Accesorios,3,549,0.0,1647.0,807.0
S00324,2024-04-11,P007,Pioneer,Head Unit,2,4999,0.0,9998.0,4398.0
S00325,2024-04-11,P017,Stinger,Accesorios,2,349,0.0,698.0,338.0
S00326,2024-04-11,P020,Soundskins,Accesorios,3,699,0.05,1992.15,942.15
S00327,2024-04-12,P001,Memphis Audio,Subwoofer,1,2199,0.05,2089.05,889.05
S00328,2024-04-12,P011,JBL,Bocinas,2,999,0.0,1998.0,998.0
S00329,2024-04-12,P012,JBL,Amplificador,3,2399,0.0,7197.0,3297.0
S00330,2024-04-12,P013,Cerwin Vega,Subwoofer,3,1799,0.0,5397.0,2547.0
S00331,2024-04-12,P017,Stinger,Accesorios,1,349,0.0,349.0,169.0
S00332,2024-04-12,P019,Soundskins,Accesorios,3,549,0.0,1647.0,807.0
S00333,2024-04-13,P002,Memphis Audio,Amplificador,2,3299,0.0,6598.0,2998.0
S00334,2024-04-13,P005,Rockford Fosgate,Amplificador,1,2899,0.0,2899.0,1299.0
S00335,2024-04-13,P008,Pioneer,Bocinas,2,699,0.0,1398.0,698.0
S00336,2024-04-13,P010,JBL,Subwoofer,1,1999,0.0,1999.0,899.0
S00337,2024-04-13,P011,JBL,Bocinas,3,999,0.0,2997.0,1497.0
S00338,2024-04-13,P013,Cerwin Vega,Subwoofer,2,1799,0.0,3598.0,1698.0
S00339,2024-04-13,P019,Soundskins,Accesorios,1,549,0.0,549.0,269.0
S00340,2024-04-14,P005,Rockford Fosgate,Amplificador,2,2899,0.0,5798.0,2598.0
S00341,2024-04-14,P011,JBL,Bocinas,3,999,0.0,2997.0,1497.0
S00342,2024-04-14,P014,Cerwin Vega,Bocinas,2,849,0.0,1698.0,858.0
S00343,2024-04-14,P018,Stinger,Accesorios,2,249,0.0,498.0,258.0
S00344,2024-04-14,P019,Soundskins,Accesorios,3,549,0.1,1482.3,642.3
S00345,2024-04-14,P020,Soundskins,Accesorios,1,699,0.0,699.0,349.0
S00346,2024-04-15,P002,Memphis Audio,Amplificador,3,3299,0.05,9402.15,4002.15
S00347,2024-04-15,P008,Pioneer,Bocinas,1,699,0.0,699.0,349.0
S00348,2024-04-15,P010,JBL,Subwoofer,1,1999,0.05,1899.05,799.05
S00349,2024-04-15,P016,KBT Electronics,Amplificador,3,1799,0.1,4857.3,2007.3
S00350,2024-04-16,P008,Pioneer,Bocinas,3,699,0.05,1992.15,942.15
S00351,2024-04-16,P011,JBL,Bocinas,1,999,0.05,949.05,449.05
S00352,2024-04-16,P012,JBL,Amplificador,3,2399,0.1,6477.3,2577.3
S00353,2024-04-16,P013,Cerwin Vega,Subwoofer,3,1799,0.0,5397.0,2547.0
S00354,2024-04-16,P014,Cerwin Vega,Bocinas,3,849,0.0,2547.0,1287.0
S00355,2024-04-17,P002,Memphis Audio,Amplificador,2,3299,0.0,6598.0,2998.0
S00356,2024-04-17,P004,Rockford Fosgate,Subwoofer,2,3999,0.0,7998.0,3598.0
S00357,2024-04-17,P011,JBL,Bocinas,3,999,0.0,2997.0,1497.0
S00358,2024-04-17,P014,Cerwin Vega,Bocinas,3,849,0.0,2547.0,1287.0
S00359,2024-04-17,P017,Stinger,Accesorios,1,349,0.0,349.0,169.0
S00360,2024-04-17,P018,Stinger,Accesorios,2,249,0.05,473.1,233.1
S00361,2024-04-17,P020,Soundskins,Accesorios,1,699,0.1,629.1,279.1
S00362,2024-04-18,P010,JBL,Subwoofer,3,1999,0.0,5997.0,2697.0
S00363,2024-04-18,P011,JBL,Bocinas,3,999,0.0,2997.0,1497.0
S00364,2024-04-18,P013,Cerwin Vega,Subwoofer,2,1799,0.0,3598.0,1698.0
S00365,2024-04-18,P016,KBT Electronics,Amplificador,2,1799,0.0,3598.0,1698.0
S00366,2024-04-19,P009,Pioneer,Subwoofer,2,1699,0.0,3398.0,1598.0
S00367,2024-04-19,P015,KBT Electronics,Head Unit,3,2199,0.05,6267.15,2667.15
S00368,2024-04-19,P018,Stinger,Accesorios,3,249,0.0,747.0,387.0
S00369,2024-04-20,P002,Memphis Audio,Amplificador,2,3299,0.0,6598.0,2998.0
S00370,2024-04-20,P003,Memphis Audio,Amplificador,1,4499,0.1,4049.1,1649.1
S00371,2024-04-20,P013,Cerwin Vega,Subwoofer,3,1799,0.0,5397.0,2547.0
S00372,2024-04-21,P002,Memphis Audio,Amplificador,1,3299,0.0,3299.0,1499.0
S00373,2024-04-21,P005,Rockford Fosgate,Amplificador,1,2899,0.05,2754.05,1154.05
S00374,2024-04-21,P010,JBL,Subwoofer,2,1999,0.05,3798.1,1598.1
S00375,2024-04-21,P012,JBL,Amplificador,1,2399,0.0,2399.0,1099.0
S00376,2024-04-21,P015,KBT Electronics,Head Unit,2,2199,0.0,4398.0,1998.0
S00377,2024-04-21,P016,KBT Electronics,Amplificador,1,1799,0.0,1799.0,849.0
S00378,2024-04-21,P018,Stinger,Accesorios,2,249,0.0,498.0,258.0
S00379,2024-04-21,P020,Soundskins,Accesorios,2,699,0.05,1328.1,628.1
S00380,2024-04-22,P003,Memphis Audio,Amplificador,1,4499,0.0,4499.0,2099.0
S00381,2024-04-22,P004,Rockford Fosgate,Subwoofer,1,3999,0.0,3999.0,1799.0
S00382,2024-04-22,P005,Rockford Fosgate,Amplificador,2,2899,0.0,5798.0,2598.0
S00383,2024-04-22,P008,Pioneer,Bocinas,3,699,0.0,2097.0,1047.0
S00384,2024-04-22,P010,JBL,Subwoofer,1,1999,0.0,1999.0,899.0
S00385,2024-04-22,P013,Cerwin Vega,Subwoofer,2,1799,0.0,3598.0,1698.0
S00386,2024-04-22,P014,Cerwin Vega,Bocinas,2,849,0.0,1698.0,858.0
S00387,2024-04-22,P019,Soundskins,Accesorios,3,549,0.05,1564.65,724.65
S00388,2024-04-22,P020,Soundskins,Accesorios,1,699,0.0,699.0,349.0
S00389,2024-04-23,P010,JBL,Subwoofer,2,1999,0.0,3998.0,1798.0
S00390,2024-04-23,P017,Stinger,Accesorios,2,349,0.0,698.0,338.0
S00391,2024-04-24,P004,Rockford Fosgate,Subwoofer,3,3999,0.0,11997.0,5397.0
S00392,2024-04-24,P005,Rockford Fosgate,Amplificador,2,2899,0.0,5798.0,2598.0
S00393,2024-04-24,P011,JBL,Bocinas,1,999,0.0,999.0,499.0
S00394,2024-04-24,P015,KBT Electronics,Head Unit,1,2199,0.1,1979.1,779.1
S00395,2024-04-25,P006,Rockford Fosgate,Subwoofer,3,2599,0.0,7797.0,3597.0
S00396,2024-04-25,P016,KBT Electronics,Amplificador,1,1799,0.1,1619.1,669.1
S00397,2024-04-25,P019,Soundskins,Accesorios,3,549,0.0,1647.0,807.0
S00398,2024-04-26,P005,Rockford Fosgate,Amplificador,1,2899,0.1,2609.1,1009.1
S00399,2024-04-26,P008,Pioneer,Bocinas,3,699,0.0,2097.0,1047.0
S00400,2024-04-26,P013,Cerwin Vega,Subwoofer,2,1799,0.0,3598.0,1698.0
S00401,2024-04-26,P014,Cerwin Vega,Bocinas,1,849,0.05,806.55,386.55
S00402,2024-04-26,P018,Stinger,Accesorios,3,249,0.1,672.3,312.3
S00403,2024-04-27,P002,Memphis Audio,Amplificador,2,3299,0.0,6598.0,2998.0
S00404,2024-04-27,P003,Memphis Audio,Amplificador,3,4499,0.0,13497.0,6297.0
S00405,2024-04-27,P009,Pioneer,Subwoofer,3,1699,0.0,5097.0,2397.0
S00406,2024-04-27,P017,Stinger,Accesorios,2,349,0.0,698.0,338.0
S00407,2024-04-28,P004,Rockford Fosgate,Subwoofer,1,3999,0.0,3999.0,1799.0
S00408,2024-04-28,P009,Pioneer,Subwoofer,2,1699,0.05,3228.1,1428.1
S00409,2024-04-28,P015,KBT Electronics,Head Unit,2,2199,0.1,3958.2,1558.2
S00410,2024-04-28,P018,Stinger,Accesorios,1,249,0.0,249.0,129.0
S00411,2024-04-29,P002,Memphis Audio,Amplificador,1,3299,0.05,3134.05,1334.05
S00412,2024-04-29,P004,Rockford Fosgate,Subwoofer,1,3999,0.0,3999.0,1799.0
S00413,2024-04-29,P008,Pioneer,Bocinas,3,699,0.0,2097.0,1047.0
S00414,2024-04-29,P011,JBL,Bocinas,2,999,0.0,1998.0,998.0
S00415,2024-04-29,P019,Soundskins,Accesorios,2,549,0.1,988.2,428.2
S00416,2024-04-30,P002,Memphis Audio,Amplificador,1,3299,0.05,3134.05,1334.05
S00417,2024-04-30,P003,Memphis Audio,Amplificador,3,4499,0.1,12147.3,4947.3
S00418,2024-04-30,P005,Rockford Fosgate,Amplificador,1,2899,0.0,2899.0,1299.0
S00419,2024-04-30,P009,Pioneer,Subwoofer,2,1699,0.05,3228.1,1428.1
S00420,2024-04-30,P012,JBL,Amplificador,3,2399,0.05,6837.15,2937.15
S00421,2024-05-01,P001,Memphis Audio,Subwoofer,3,2199,0.0,6597.0,2997.0
S00422,2024-05-01,P002,Memphis Audio,Amplificador,2,3299,0.1,5938.2,2338.2
S00423,2024-05-01,P006,Rockford Fosgate,Subwoofer,2,2599,0.1,4678.2,1878.2
S00424,2024-05-01,P013,Cerwin Vega,Subwoofer,3,1799,0.0,5397.0,2547.0
S00425,2024-05-01,P019,Soundskins,Accesorios,2,549,0.0,1098.0,538.0
S00426,2024-05-02,P004,Rockford Fosgate,Subwoofer,1,3999,0.05,3799.05,1599.05
S00427,2024-05-02,P012,JBL,Amplificador,3,2399,0.05,6837.15,2937.15
S00428,2024-05-02,P017,Stinger,Accesorios,3,349,0.1,942.3,402.3
S00429,2024-05-02,P020,Soundskins,Accesorios,1,699,0.0,699.0,349.0
S00430,2024-05-03,P004,Rockford Fosgate,Subwoofer,1,3999,0.1,3599.1,1399.1
S00431,2024-05-04,P002,Memphis Audio,Amplificador,2,3299,0.0,6598.0,2998.0
S00432,2024-05-04,P004,Rockford Fosgate,Subwoofer,2,3999,0.0,7998.0,3598.0
S00433,2024-05-04,P008,Pioneer,Bocinas,1,699,0.0,699.0,349.0
S00434,2024-05-04,P015,KBT Electronics,Head Unit,2,2199,0.0,4398.0,1998.0
S00435,2024-05-05,P001,Memphis Audio,Subwoofer,1,2199,0.0,2199.0,999.0
S00436,2024-05-05,P004,Rockford Fosgate,Subwoofer,3,3999,0.1,10797.3,4197.3
S00437,2024-05-05,P005,Rockford Fosgate,Amplificador,1,2899,0.0,2899.0,1299.0
S00438,2024-05-05,P015,KBT Electronics,Head Unit,1,2199,0.0,2199.0,999.0
S00439,2024-05-05,P018,Stinger,Accesorios,2,249,0.1,448.2,208.2
S00440,2024-05-06,P004,Rockford Fosgate,Subwoofer,1,3999,0.05,3799.05,1599.05
S00441,2024-05-06,P005,Rockford Fosgate,Amplificador,3,2899,0.0,8697.0,3897.0
S00442,2024-05-06,P011,JBL,Bocinas,3,999,0.0,2997.0,1497.0
S00443,2024-05-06,P013,Cerwin Vega,Subwoofer,1,1799,0.1,1619.1,669.1
S00444,2024-05-07,P009,Pioneer,Subwoofer,3,1699,0.0,5097.0,2397.0
S00445,2024-05-08,P005,Rockford Fosgate,Amplificador,3,2899,0.05,8262.15,3462.15
S00446,2024-05-08,P014,Cerwin Vega,Bocinas,3,849,0.1,2292.3,1032.3
S00447,2024-05-10,P004,Rockford Fosgate,Subwoofer,1,3999,0.1,3599.1,1399.1
S00448,2024-05-10,P009,Pioneer,Subwoofer,3,1699,0.05,4842.15,2142.15
S00449,2024-05-10,P013,Cerwin Vega,Subwoofer,1,1799,0.0,1799.0,849.0
S00450,2024-05-11,P005,Rockford Fosgate,Amplificador,2,2899,0.0,5798.0,2598.0
S00451,2024-05-11,P011,JBL,Bocinas,3,999,0.05,2847.15,1347.15
S00452,2024-05-11,P016,KBT Electronics,Amplificador,1,1799,0.0,1799.0,849.0
S00453,2024-05-12,P001,Memphis Audio,Subwoofer,1,2199,0.0,2199.0,999.0
S00454,2024-05-12,P005,Rockford Fosgate,Amplificador,3,2899,0.1,7827.3,3027.3
S00455,2024-05-12,P007,Pioneer,Head Unit,1,4999,0.0,4999.0,2199.0
S00456,2024-05-12,P014,Cerwin Vega,Bocinas,2,849,0.0,1698.0,858.0
S00457,2024-05-12,P016,KBT Electronics,Amplificador,2,1799,0.0,3598.0,1698.0
S00458,2024-05-12,P017,Stinger,Accesorios,3,349,0.0,1047.0,507.0
S00459,2024-05-12,P018,Stinger,Accesorios,1,249,0.1,224.1,104.1
S00460,2024-05-12,P020,Soundskins,Accesorios,3,699,0.0,2097.0,1047.0
S00461,2024-05-13,P006,Rockford Fosgate,Subwoofer,1,2599,0.0,2599.0,1199.0
S00462,2024-05-13,P007,Pioneer,Head Unit,1,4999,0.05,4749.05,1949.05
S00463,2024-05-13,P009,Pioneer,Subwoofer,2,1699,0.05,3228.1,1428.1
S00464,2024-05-13,P013,Cerwin Vega,Subwoofer,2,1799,0.0,3598.0,1698.0
S00465,2024-05-13,P017,Stinger,Accesorios,1,349,0.1,314.1,134.1
S00466,2024-05-13,P019,Soundskins,Accesorios,1,549,0.0,549.0,269.0
S00467,2024-05-14,P013,Cerwin Vega,Subwoofer,1,1799,0.0,1799.0,849.0
S00468,2024-05-14,P017,Stinger,Accesorios,3,349,0.0,1047.0,507.0
S00469,2024-05-14,P019,Soundskins,Accesorios,2,549,0.0,1098.0,538.0
S00470,2024-05-15,P003,Memphis Audio,Amplificador,1,4499,0.0,4499.0,2099.0
S00471,2024-05-15,P008,Pioneer,Bocinas,1,699,0.0,699.0,349.0
S00472,2024-05-15,P011,JBL,Bocinas,2,999,0.05,1898.1,898.1
S00473,2024-05-15,P017,Stinger,Accesorios,2,349,0.05,663.1,303.1
S00474,2024-05-16,P004,Rockford Fosgate,Subwoofer,3,3999,0.0,11997.0,5397.0
S00475,2024-05-17,P003,Memphis Audio,Amplificador,3,4499,0.0,13497.0,6297.0
S00476,2024-05-17,P004,Rockford Fosgate,Subwoofer,3,3999,0.1,10797.3,4197.3
S00477,2024-05-17,P013,Cerwin Vega,Subwoofer,3,1799,0.0,5397.0,2547.0
S00478,2024-05-17,P017,Stinger,Accesorios,3,349,0.1,942.3,402.3
S00479,2024-05-17,P018,Stinger,Accesorios,3,249,0.0,747.0,387.0
S00480,2024-05-18,P002,Memphis Audio,Amplificador,2,3299,0.0,6598.0,2998.0
S00481,2024-05-18,P005,Rockford Fosgate,Amplificador,1,2899,0.1,2609.1,1009.1
S00482,2024-05-18,P014,Cerwin Vega,Bocinas,2,849,0.0,1698.0,858.0
S00483,2024-05-18,P015,KBT Electronics,Head Unit,2,2199,0.0,4398.0,1998.0
S00484,2024-05-18,P017,Stinger,Accesorios,1,349,0.1,314.1,134.1
S00485,2024-05-19,P014,Cerwin Vega,Bocinas,3,849,0.0,2547.0,1287.0
S00486,2024-05-19,P015,KBT Electronics,Head Unit,2,2199,0.0,4398.0,1998.0
S00487,2024-05-19,P018,Stinger,Accesorios,1,249,0.05,236.55,116.55
S00488,2024-05-19,P019,Soundskins,Accesorios,3,549,0.05,1564.65,724.65
S00489,2024-05-19,P020,Soundskins,Accesorios,3,699,0.0,2097.0,1047.0
S00490,2024-05-20,P019,Soundskins,Accesorios,2,549,0.1,988.2,428.2
S00491,2024-05-21,P006,Rockford Fosgate,Subwoofer,2,2599,0.1,4678.2,1878.2
S00492,2024-05-21,P018,Stinger,Accesorios,3,249,0.1,672.3,312.3
S00493,2024-05-22,P016,KBT Electronics,Amplificador,2,1799,0.1,3238.2,1338.2
S00494,2024-05-23,P007,Pioneer,Head Unit,1,4999,0.0,4999.0,2199.0
S00495,2024-05-23,P011,JBL,Bocinas,2,999,0.0,1998.0,998.0
S00496,2024-05-23,P013,Cerwin Vega,Subwoofer,2,1799,0.0,3598.0,1698.0
S00497,2024-05-23,P015,KBT Electronics,Head Unit,2,2199,0.0,4398.0,1998.0
S00498,2024-05-24,P006,Rockford Fosgate,Subwoofer,2,2599,0.05,4938.1,2138.1
S00499,2024-05-24,P011,JBL,Bocinas,3,999,0.0,2997.0,1497.0
S00500,2024-05-25,P004,Rockford Fosgate,Subwoofer,2,3999,0.0,7998.0,3598.0
S00501,2024-05-25,P006,Rockford Fosgate,Subwoofer,1,2599,0.1,2339.1,939.1
S00502,2024-05-25,P007,Pioneer,Head Unit,1,4999,0.05,4749.05,1949.05
S00503,2024-05-25,P010,JBL,Subwoofer,2,1999,0.0,3998.0,1798.0
S00504,2024-05-25,P013,Cerwin Vega,Subwoofer,1,1799,0.0,1799.0,849.0
S00505,2024-05-26,P001,Memphis Audio,Subwoofer,3,2199,0.0,6597.0,2997.0
S00506,2024-05-26,P006,Rockford Fosgate,Subwoofer,3,2599,0.1,7017.3,2817.3
S00507,2024-05-26,P019,Soundskins,Accesorios,2,549,0.05,1043.1,483.1
S00508,2024-05-26,P020,Soundskins,Accesorios,3,699,0.1,1887.3,837.3
S00509,2024-05-27,P003,Memphis Audio,Amplificador,2,4499,0.05,8548.1,3748.1
S00510,2024-05-27,P014,Cerwin Vega,Bocinas,3,849,0.0,2547.0,1287.0
S00511,2024-05-27,P016,KBT Electronics,Amplificador,1,1799,0.0,1799.0,849.0
S00512,2024-05-28,P012,JBL,Amplificador,3,2399,0.0,7197.0,3297.0
S00513,2024-05-28,P013,Cerwin Vega,Subwoofer,3,1799,0.0,5397.0,2547.0
S00514,2024-05-28,P014,Cerwin Vega,Bocinas,1,849,0.0,849.0,429.0
S00515,2024-05-28,P017,Stinger,Accesorios,1,349,0.0,349.0,169.0
S00516,2024-05-29,P003,Memphis Audio,Amplificador,1,4499,0.1,4049.1,1649.1
S00517,2024-05-29,P004,Rockford Fosgate,Subwoofer,3,3999,0.1,10797.3,4197.3
S00518,2024-05-29,P005,Rockford Fosgate,Amplificador,1,2899,0.0,2899.0,1299.0
S00519,2024-05-29,P010,JBL,Subwoofer,2,1999,0.05,3798.1,1598.1
S00520,2024-05-29,P020,Soundskins,Accesorios,3,699,0.0,2097.0,1047.0
S00521,2024-05-30,P002,Memphis Audio,Amplificador,3,3299,0.0,9897.0,4497.0
S00522,2024-05-30,P003,Memphis Audio,Amplificador,1,4499,0.1,4049.1,1649.1
S00523,2024-05-30,P014,Cerwin Vega,Bocinas,1,849,0.1,764.1,344.1
S00524,2024-05-30,P017,Stinger,Accesorios,3,349,0.0,1047.0,507.0
S00525,2024-05-31,P004,Rockford Fosgate,Subwoofer,1,3999,0.0,3999.0,1799.0
S00526,2024-05-31,P008,Pioneer,Bocinas,3,699,0.0,2097.0,1047.0
S00527,2024-05-31,P009,Pioneer,Subwoofer,3,1699,0.0,5097.0,2397.0
S00528,2024-05-31,P020,Soundskins,Accesorios,1,699,0.0,699.0,349.0
S00529,2024-06-01,P011,JBL,Bocinas,3,999,0.1,2697.3,1197.3
S00530,2024-06-01,P012,JBL,Amplificador,2,2399,0.0,4798.0,2198.0
S00531,2024-06-01,P014,Cerwin Vega,Bocinas,3,849,0.0,2547.0,1287.0
S00532,2024-06-02,P003,Memphis Audio,Amplificador,2,4499,0.1,8098.2,3298.2
S00533,2024-06-02,P007,Pioneer,Head Unit,2,4999,0.0,9998.0,4398.0
S00534,2024-06-02,P011,JBL,Bocinas,3,999,0.1,2697.3,1197.3
S00535,2024-06-02,P012,JBL,Amplificador,2,2399,0.1,4318.2,1718.2
S00536,2024-06-02,P013,Cerwin Vega,Subwoofer,1,1799,0.1,1619.1,669.1
S00537,2024-06-02,P016,KBT Electronics,Amplificador,1,1799,0.0,1799.0,849.0
S00538,2024-06-02,P020,Soundskins,Accesorios,3,699,0.05,1992.15,942.15
S00539,2024-06-03,P002,Memphis Audio,Amplificador,2,3299,0.0,6598.0,2998.0
S00540,2024-06-03,P003,Memphis Audio,Amplificador,2,4499,0.0,8998.0,4198.0
S00541,2024-06-03,P004,Rockford Fosgate,Subwoofer,1,3999,0.1,3599.1,1399.1
S00542,2024-06-03,P009,Pioneer,Subwoofer,3,1699,0.0,5097.0,2397.0
S00543,2024-06-03,P010,JBL,Subwoofer,3,1999,0.0,5997.0,2697.0
S00544,2024-06-03,P014,Cerwin Vega,Bocinas,3,849,0.05,2419.65,1159.65
S00545,2024-06-04,P008,Pioneer,Bocinas,1,699,0.0,699.0,349.0
S00546,2024-06-04,P009,Pioneer,Subwoofer,3,1699,0.0,5097.0,2397.0
S00547,2024-06-04,P011,JBL,Bocinas,2,999,0.1,1798.2,798.2
S00548,2024-06-04,P013,Cerwin Vega,Subwoofer,1,1799,0.05,1709.05,759.05
S00549,2024-06-04,P018,Stinger,Accesorios,1,249,0.05,236.55,116.55
S00550,2024-06-04,P019,Soundskins,Accesorios,1,549,0.0,549.0,269.0
S00551,2024-06-05,P001,Memphis Audio,Subwoofer,3,2199,0.1,5937.3,2337.3
S00552,2024-06-05,P002,Memphis Audio,Amplificador,3,3299,0.0,9897.0,4497.0
S00553,2024-06-05,P003,Memphis Audio,Amplificador,2,4499,0.0,8998.0,4198.0
S00554,2024-06-05,P018,Stinger,Accesorios,3,249,0.0,747.0,387.0
S00555,2024-06-06,P001,Memphis Audio,Subwoofer,3,2199,0.0,6597.0,2997.0
S00556,2024-06-06,P004,Rockford Fosgate,Subwoofer,2,3999,0.05,7598.1,3198.1
S00557,2024-06-06,P005,Rockford Fosgate,Amplificador,1,2899,0.0,2899.0,1299.0
S00558,2024-06-06,P011,JBL,Bocinas,3,999,0.1,2697.3,1197.3
S00559,2024-06-06,P012,JBL,Amplificador,3,2399,0.1,6477.3,2577.3
S00560,2024-06-06,P014,Cerwin Vega,Bocinas,3,849,0.0,2547.0,1287.0
S00561,2024-06-06,P017,Stinger,Accesorios,3,349,0.05,994.65,454.65
S00562,2024-06-06,P020,Soundskins,Accesorios,3,699,0.05,1992.15,942.15
S00563,2024-06-07,P009,Pioneer,Subwoofer,1,1699,0.0,1699.0,799.0
S00564,2024-06-07,P020,Soundskins,Accesorios,1,699,0.05,664.05,314.05
S00565,2024-06-08,P005,Rockford Fosgate,Amplificador,3,2899,0.1,7827.3,3027.3
S00566,2024-06-08,P018,Stinger,Accesorios,2,249,0.1,448.2,208.2
S00567,2024-06-09,P008,Pioneer,Bocinas,2,699,0.0,1398.0,698.0
S00568,2024-06-09,P012,JBL,Amplificador,2,2399,0.0,4798.0,2198.0
S00569,2024-06-09,P017,Stinger,Accesorios,2,349,0.0,698.0,338.0
S00570,2024-06-10,P006,Rockford Fosgate,Subwoofer,1,2599,0.05,2469.05,1069.05
S00571,2024-06-10,P008,Pioneer,Bocinas,3,699,0.1,1887.3,837.3
S00572,2024-06-10,P010,JBL,Subwoofer,3,1999,0.1,5397.3,2097.3
S00573,2024-06-10,P013,Cerwin Vega,Subwoofer,1,1799,0.0,1799.0,849.0
S00574,2024-06-10,P015,KBT Electronics,Head Unit,1,2199,0.0,2199.0,999.0
S00575,2024-06-11,P003,Memphis Audio,Amplificador,1,4499,0.1,4049.1,1649.1
S00576,2024-06-11,P011,JBL,Bocinas,2,999,0.1,1798.2,798.2
S00577,2024-06-11,P012,JBL,Amplificador,1,2399,0.05,2279.05,979.05
S00578,2024-06-11,P017,Stinger,Accesorios,3,349,0.0,1047.0,507.0
S00579,2024-06-12,P010,JBL,Subwoofer,1,1999,0.0,1999.0,899.0
S00580,2024-06-12,P011,JBL,Bocinas,3,999,0.0,2997.0,1497.0
S00581,2024-06-12,P017,Stinger,Accesorios,2,349,0.0,698.0,338.0
S00582,2024-06-13,P020,Soundskins,Accesorios,1,699,0.05,664.05,314.05
S00583,2024-06-14,P004,Rockford Fosgate,Subwoofer,2,3999,0.0,7998.0,3598.0
S00584,2024-06-14,P016,KBT Electronics,Amplificador,2,1799,0.05,3418.1,1518.1
S00585,2024-06-14,P018,Stinger,Accesorios,2,249,0.05,473.1,233.1
S00586,2024-06-15,P002,Memphis Audio,Amplificador,3,3299,0.05,9402.15,4002.15
S00587,2024-06-15,P004,Rockford Fosgate,Subwoofer,3,3999,0.0,11997.0,5397.0
S00588,2024-06-15,P006,Rockford Fosgate,Subwoofer,2,2599,0.1,4678.2,1878.2
S00589,2024-06-15,P008,Pioneer,Bocinas,2,699,0.0,1398.0,698.0
S00590,2024-06-15,P012,JBL,Amplificador,2,2399,0.0,4798.0,2198.0
S00591,2024-06-16,P006,Rockford Fosgate,Subwoofer,3,2599,0.0,7797.0,3597.0
S00592,2024-06-16,P008,Pioneer,Bocinas,2,699,0.05,1328.1,628.1
S00593,2024-06-16,P009,Pioneer,Subwoofer,3,1699,0.1,4587.3,1887.3
S00594,2024-06-16,P015,KBT Electronics,Head Unit,1,2199,0.0,2199.0,999.0
S00595,2024-06-16,P016,KBT Electronics,Amplificador,2,1799,0.05,3418.1,1518.1
S00596,2024-06-16,P018,Stinger,Accesorios,3,249,0.0,747.0,387.0
S00597,2024-06-16,P019,Soundskins,Accesorios,2,549,0.1,988.2,428.2
S00598,2024-06-17,P016,KBT Electronics,Amplificador,3,1799,0.0,5397.0,2547.0
S00599,2024-06-18,P006,Rockford Fosgate,Subwoofer,2,2599,0.0,5198.0,2398.0
S00600,2024-06-18,P018,Stinger,Accesorios,1,249,0.0,249.0,129.0
S00601,2024-06-19,P003,Memphis Audio,Amplificador,1,4499,0.05,4274.05,1874.05
S00602,2024-06-19,P004,Rockford Fosgate,Subwoofer,1,3999,0.05,3799.05,1599.05
S00603,2024-06-19,P006,Rockford Fosgate,Subwoofer,2,2599,0.1,4678.2,1878.2
S00604,2024-06-19,P008,Pioneer,Bocinas,2,699,0.1,1258.2,558.2
S00605,2024-06-19,P009,Pioneer,Subwoofer,3,1699,0.05,4842.15,2142.15
S00606,2024-06-19,P014,Cerwin Vega,Bocinas,1,849,0.0,849.0,429.0
S00607,2024-06-19,P015,KBT Electronics,Head Unit,2,2199,0.0,4398.0,1998.0
S00608,2024-06-20,P001,Memphis Audio,Subwoofer,3,2199,0.1,5937.3,2337.3
S00609,2024-06-20,P017,Stinger,Accesorios,1,349,0.0,349.0,169.0
S00610,2024-06-21,P009,Pioneer,Subwoofer,3,1699,0.05,4842.15,2142.15
S00611,2024-06-21,P011,JBL,Bocinas,3,999,0.05,2847.15,1347.15
S00612,2024-06-21,P014,Cerwin Vega,Bocinas,3,849,0.0,2547.0,1287.0
S00613,2024-06-22,P003,Memphis Audio,Amplificador,1,4499,0.0,4499.0,2099.0
S00614,2024-06-22,P004,Rockford Fosgate,Subwoofer,1,3999,0.05,3799.05,1599.05
S00615,2024-06-22,P008,Pioneer,Bocinas,1,699,0.0,699.0,349.0
